Date,Regroupement,Croisement,Nom,psi_quo_pos_n
2020-06-21,Groupe d'âge,60_69,60-69 ans,6
2020-06-21,Groupe d'âge,70_79,70-79 ans,1
2020-06-21,Groupe d'âge,80_89,80-89 ans,2
2020-06-21,Groupe d'âge,90_,90 ans et plus,2
2020-06-21,Groupe d'âge,INC,Inconnu,0
2020-06-21,Groupe d'âge,TOT,Total,75
2020-06-21,Sexe,MASC,Masculin,34
2020-06-21,Sexe,FEM,Féminin,41
2020-06-21,Sexe,INC,Inconnu,0
2020-06-21,Sexe,TOT,Total,75
2020-06-22,Région,RSS01,01 - Bas-Saint-Laurent,1
2020-06-22,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-06-22,Région,RSS03,03 - Capitale-Nationale,6
2020-06-22,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-06-22,Région,RSS05,05 - Estrie,0
2020-06-22,Région,RSS06,06 - Montréal,28
2020-06-22,Région,RSS07,07 - Outaouais,2
2020-06-22,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-06-22,Région,RSS09,09 - Côte-Nord,0
2020-06-22,Région,RSS10,10 - Nord-du-Québec,0
2020-06-22,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-06-22,Région,RSS12,12 - Chaudière-Appalaches,0
2020-06-22,Région,RSS13,13 - Laval,1
2020-06-22,Région,RSS14,14 - Lanaudière,3
2020-06-22,Région,RSS15,15 - Laurentides,8
2020-06-22,Région,RSS16,16 - Montérégie,18
2020-06-22,Région,RSS17,17 - Nunavik,0
2020-06-22,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-06-22,Région,RSS00,Inconnu,0
2020-06-22,Région,RSS98,Hors Québec,0
2020-06-22,Région,RSS99,Ensemble du Québec,67
2020-06-22,Groupe de région,REG01,Montréal et Laval,29
2020-06-22,Groupe de région,REG02,Ceinture de Montréal,12
2020-06-22,Groupe de région,REG03,Autres régions,26
2020-06-22,Groupe de région,REG00,Inconnu,0
2020-06-22,Groupe de région,REG98,Hors Québec,0
2020-06-22,Groupe d'âge,0_9,0-9 ans,1
2020-06-22,Groupe d'âge,10_19,10-19 ans,3
2020-06-22,Groupe d'âge,20_29,20-29 ans,19
2020-06-22,Groupe d'âge,30_39,30-39 ans,8
2020-06-22,Groupe d'âge,40_49,40-49 ans,12
2020-06-22,Groupe d'âge,50_59,50-59 ans,5
2020-06-22,Groupe d'âge,60_69,60-69 ans,7
2020-06-22,Groupe d'âge,70_79,70-79 ans,5
2020-06-22,Groupe d'âge,80_89,80-89 ans,5
2020-06-22,Groupe d'âge,90_,90 ans et plus,2
2020-06-22,Groupe d'âge,INC,Inconnu,0
2020-06-22,Groupe d'âge,TOT,Total,67
2020-06-22,Sexe,MASC,Masculin,31
2020-06-22,Sexe,FEM,Féminin,36
2020-06-22,Sexe,INC,Inconnu,0
2020-06-22,Sexe,TOT,Total,67
2020-06-23,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-06-23,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-06-23,Région,RSS03,03 - Capitale-Nationale,7
2020-06-23,Région,RSS04,04 - Mauricie et Centre-du-Québec,1
2020-06-23,Région,RSS05,05 - Estrie,0
2020-06-23,Région,RSS06,06 - Montréal,33
2020-06-23,Région,RSS07,07 - Outaouais,0
2020-06-23,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-06-23,Région,RSS09,09 - Côte-Nord,0
2020-06-23,Région,RSS10,10 - Nord-du-Québec,0
2020-06-23,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-06-23,Région,RSS12,12 - Chaudière-Appalaches,3
2020-06-23,Région,RSS13,13 - Laval,4
2020-06-23,Région,RSS14,14 - Lanaudière,2
2020-06-23,Région,RSS15,15 - Laurentides,5
2020-06-23,Région,RSS16,16 - Montérégie,22
2020-06-23,Région,RSS17,17 - Nunavik,0
2020-06-23,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-06-23,Région,RSS00,Inconnu,0
2020-06-23,Région,RSS98,Hors Québec,0
2020-06-23,Région,RSS99,Ensemble du Québec,77
2020-06-23,Groupe de région,REG01,Montréal et Laval,37
2020-06-23,Groupe de région,REG02,Ceinture de Montréal,16
2020-06-23,Groupe de région,REG03,Autres régions,24
2020-06-23,Groupe de région,REG00,Inconnu,0
2020-06-23,Groupe de région,REG98,Hors Québec,0
2020-06-23,Groupe d'âge,0_9,0-9 ans,9
2020-06-23,Groupe d'âge,10_19,10-19 ans,7
2020-06-23,Groupe d'âge,20_29,20-29 ans,20
2020-06-23,Groupe d'âge,30_39,30-39 ans,8
2020-06-23,Groupe d'âge,40_49,40-49 ans,8
2020-06-23,Groupe d'âge,50_59,50-59 ans,7
2020-06-23,Groupe d'âge,60_69,60-69 ans,5
2020-06-23,Groupe d'âge,70_79,70-79 ans,9
2020-06-23,Groupe d'âge,80_89,80-89 ans,4
2020-06-23,Groupe d'âge,90_,90 ans et plus,0
2020-06-23,Groupe d'âge,INC,Inconnu,0
2020-06-23,Groupe d'âge,TOT,Total,77
2020-06-23,Sexe,MASC,Masculin,35
2020-06-23,Sexe,FEM,Féminin,41
2020-06-23,Sexe,INC,Inconnu,1
2020-06-23,Sexe,TOT,Total,77
2020-06-24,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-06-24,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-06-24,Région,RSS03,03 - Capitale-Nationale,3
2020-06-24,Région,RSS04,04 - Mauricie et Centre-du-Québec,2
2020-06-24,Région,RSS05,05 - Estrie,1
2020-06-24,Région,RSS06,06 - Montréal,34
2020-06-24,Région,RSS07,07 - Outaouais,3
2020-06-24,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-06-24,Région,RSS09,09 - Côte-Nord,0
2020-06-24,Région,RSS10,10 - Nord-du-Québec,0
2020-06-24,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-06-24,Région,RSS12,12 - Chaudière-Appalaches,1
2020-06-24,Région,RSS13,13 - Laval,10
2020-06-24,Région,RSS14,14 - Lanaudière,3
2020-06-24,Région,RSS15,15 - Laurentides,8
2020-06-24,Région,RSS16,16 - Montérégie,16
2020-06-24,Région,RSS17,17 - Nunavik,0
2020-06-24,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-06-24,Région,RSS00,Inconnu,1
2020-06-24,Région,RSS98,Hors Québec,0
2020-06-24,Région,RSS99,Ensemble du Québec,82
2020-06-24,Groupe de région,REG01,Montréal et Laval,44
2020-06-24,Groupe de région,REG02,Ceinture de Montréal,17
2020-06-24,Groupe de région,REG03,Autres régions,20
2020-06-24,Groupe de région,REG00,Inconnu,1
2020-06-24,Groupe de région,REG98,Hors Québec,0
2020-06-24,Groupe d'âge,0_9,0-9 ans,4
2020-06-24,Groupe d'âge,10_19,10-19 ans,8
2020-06-24,Groupe d'âge,20_29,20-29 ans,13
2020-06-24,Groupe d'âge,30_39,30-39 ans,14
2020-06-24,Groupe d'âge,40_49,40-49 ans,14
2020-06-24,Groupe d'âge,50_59,50-59 ans,10
2020-06-24,Groupe d'âge,60_69,60-69 ans,8
2020-06-24,Groupe d'âge,70_79,70-79 ans,5
2020-06-24,Groupe d'âge,80_89,80-89 ans,4
2020-06-24,Groupe d'âge,90_,90 ans et plus,2
2020-06-24,Groupe d'âge,INC,Inconnu,0
2020-06-24,Groupe d'âge,TOT,Total,82
2020-06-24,Sexe,MASC,Masculin,32
2020-06-24,Sexe,FEM,Féminin,49
2020-06-24,Sexe,INC,Inconnu,1
2020-06-24,Sexe,TOT,Total,82
2020-06-25,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-06-25,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-06-25,Région,RSS03,03 - Capitale-Nationale,4
2020-06-25,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-06-25,Région,RSS05,05 - Estrie,0
2020-06-25,Région,RSS06,06 - Montréal,37
2020-06-25,Région,RSS07,07 - Outaouais,2
2020-06-25,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-06-25,Région,RSS09,09 - Côte-Nord,0
2020-06-25,Région,RSS10,10 - Nord-du-Québec,0
2020-06-25,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,2
2020-06-25,Région,RSS12,12 - Chaudière-Appalaches,0
2020-06-25,Région,RSS13,13 - Laval,6
2020-06-25,Région,RSS14,14 - Lanaudière,5
2020-06-25,Région,RSS15,15 - Laurentides,7
2020-06-25,Région,RSS16,16 - Montérégie,6
2020-06-25,Région,RSS17,17 - Nunavik,0
2020-06-25,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-06-25,Région,RSS00,Inconnu,0
2020-06-25,Région,RSS98,Hors Québec,0
2020-06-25,Région,RSS99,Ensemble du Québec,69
2020-06-25,Groupe de région,REG01,Montréal et Laval,43
2020-06-25,Groupe de région,REG02,Ceinture de Montréal,14
2020-06-25,Groupe de région,REG03,Autres régions,12
2020-06-25,Groupe de région,REG00,Inconnu,0
2020-06-25,Groupe de région,REG98,Hors Québec,0
2020-06-25,Groupe d'âge,0_9,0-9 ans,5
2020-06-25,Groupe d'âge,10_19,10-19 ans,5
2020-06-25,Groupe d'âge,20_29,20-29 ans,17
2020-06-25,Groupe d'âge,30_39,30-39 ans,11
2020-06-25,Groupe d'âge,40_49,40-49 ans,10
2020-06-25,Groupe d'âge,50_59,50-59 ans,6
2020-06-25,Groupe d'âge,60_69,60-69 ans,4
2020-06-25,Groupe d'âge,70_79,70-79 ans,6
2020-06-25,Groupe d'âge,80_89,80-89 ans,4
2020-06-25,Groupe d'âge,90_,90 ans et plus,1
2020-06-25,Groupe d'âge,INC,Inconnu,0
2020-06-25,Groupe d'âge,TOT,Total,69
2020-06-25,Sexe,MASC,Masculin,29
2020-06-25,Sexe,FEM,Féminin,40
2020-06-25,Sexe,INC,Inconnu,0
2020-06-25,Sexe,TOT,Total,69
2020-06-26,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-06-26,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-06-26,Région,RSS03,03 - Capitale-Nationale,6
2020-06-26,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-06-26,Région,RSS05,05 - Estrie,0
2020-06-26,Région,RSS06,06 - Montréal,28
2020-06-26,Région,RSS07,07 - Outaouais,0
2020-06-26,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-06-26,Région,RSS09,09 - Côte-Nord,0
2020-06-26,Région,RSS10,10 - Nord-du-Québec,0
2020-06-26,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-06-26,Région,RSS12,12 - Chaudière-Appalaches,1
2020-06-26,Région,RSS13,13 - Laval,4
2020-06-26,Région,RSS14,14 - Lanaudière,3
2020-06-26,Région,RSS15,15 - Laurentides,5
2020-06-26,Région,RSS16,16 - Montérégie,14
2020-06-26,Région,RSS17,17 - Nunavik,0
2020-06-26,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-06-26,Région,RSS00,Inconnu,0
2020-06-26,Région,RSS98,Hors Québec,0
2020-06-26,Région,RSS99,Ensemble du Québec,61
2020-06-26,Groupe de région,REG01,Montréal et Laval,32
2020-06-26,Groupe de région,REG02,Ceinture de Montréal,12
2020-06-26,Groupe de région,REG03,Autres régions,17
2020-06-26,Groupe de région,REG00,Inconnu,0
2020-06-26,Groupe de région,REG98,Hors Québec,0
2020-06-26,Groupe d'âge,0_9,0-9 ans,3
2020-06-26,Groupe d'âge,10_19,10-19 ans,2
2020-06-26,Groupe d'âge,20_29,20-29 ans,12
2020-06-26,Groupe d'âge,30_39,30-39 ans,8
2020-06-26,Groupe d'âge,40_49,40-49 ans,13
2020-06-26,Groupe d'âge,50_59,50-59 ans,8
2020-06-26,Groupe d'âge,60_69,60-69 ans,5
2020-06-26,Groupe d'âge,70_79,70-79 ans,4
2020-06-26,Groupe d'âge,80_89,80-89 ans,3
2020-06-26,Groupe d'âge,90_,90 ans et plus,3
2020-06-26,Groupe d'âge,INC,Inconnu,0
2020-06-26,Groupe d'âge,TOT,Total,61
2020-06-26,Sexe,MASC,Masculin,23
2020-06-26,Sexe,FEM,Féminin,38
2020-06-26,Sexe,INC,Inconnu,0
2020-06-26,Sexe,TOT,Total,61
2020-06-27,Région,RSS01,01 - Bas-Saint-Laurent,1
2020-06-27,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-06-27,Région,RSS03,03 - Capitale-Nationale,5
2020-06-27,Région,RSS04,04 - Mauricie et Centre-du-Québec,1
2020-06-27,Région,RSS05,05 - Estrie,0
2020-06-27,Région,RSS06,06 - Montréal,30
2020-06-27,Région,RSS07,07 - Outaouais,0
2020-06-27,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-06-27,Région,RSS09,09 - Côte-Nord,0
2020-06-27,Région,RSS10,10 - Nord-du-Québec,0
2020-06-27,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-06-27,Région,RSS12,12 - Chaudière-Appalaches,0
2020-06-27,Région,RSS13,13 - Laval,12
2020-06-27,Région,RSS14,14 - Lanaudière,1
2020-06-27,Région,RSS15,15 - Laurentides,6
2020-06-27,Région,RSS16,16 - Montérégie,17
2020-06-27,Région,RSS17,17 - Nunavik,0
2020-06-27,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-06-27,Région,RSS00,Inconnu,0
2020-06-27,Région,RSS98,Hors Québec,1
2020-06-27,Région,RSS99,Ensemble du Québec,74
2020-06-27,Groupe de région,REG01,Montréal et Laval,42
2020-06-27,Groupe de région,REG02,Ceinture de Montréal,13
2020-06-27,Groupe de région,REG03,Autres régions,18
2020-06-27,Groupe de région,REG00,Inconnu,0
2020-06-27,Groupe de région,REG98,Hors Québec,1
2020-06-27,Groupe d'âge,0_9,0-9 ans,3
2020-06-27,Groupe d'âge,10_19,10-19 ans,11
2020-06-27,Groupe d'âge,20_29,20-29 ans,13
2020-06-27,Groupe d'âge,30_39,30-39 ans,15
2020-06-27,Groupe d'âge,40_49,40-49 ans,9
2020-06-27,Groupe d'âge,50_59,50-59 ans,10
2020-06-27,Groupe d'âge,60_69,60-69 ans,7
2020-06-27,Groupe d'âge,70_79,70-79 ans,1
2020-06-27,Groupe d'âge,80_89,80-89 ans,3
2020-06-27,Groupe d'âge,90_,90 ans et plus,2
2020-06-27,Groupe d'âge,INC,Inconnu,0
2020-06-27,Groupe d'âge,TOT,Total,74
2020-06-27,Sexe,MASC,Masculin,37
2020-06-27,Sexe,FEM,Féminin,37
2020-06-27,Sexe,INC,Inconnu,0
2020-06-27,Sexe,TOT,Total,74
2020-06-28,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-06-28,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-06-28,Région,RSS03,03 - Capitale-Nationale,5
2020-06-28,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-06-28,Région,RSS05,05 - Estrie,0
2020-06-28,Région,RSS06,06 - Montréal,16
2020-06-28,Région,RSS07,07 - Outaouais,5
2020-06-28,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-06-28,Région,RSS09,09 - Côte-Nord,0
2020-06-28,Région,RSS10,10 - Nord-du-Québec,0
2020-06-28,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-06-28,Région,RSS12,12 - Chaudière-Appalaches,2
2020-06-28,Région,RSS13,13 - Laval,7
2020-06-28,Région,RSS14,14 - Lanaudière,7
2020-06-28,Région,RSS15,15 - Laurentides,7
2020-06-28,Région,RSS16,16 - Montérégie,2
2020-06-28,Région,RSS17,17 - Nunavik,0
2020-06-28,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-06-28,Région,RSS00,Inconnu,1
2020-06-28,Région,RSS98,Hors Québec,0
2020-06-28,Région,RSS99,Ensemble du Québec,52
2020-06-28,Groupe de région,REG01,Montréal et Laval,23
2020-06-28,Groupe de région,REG02,Ceinture de Montréal,14
2020-06-28,Groupe de région,REG03,Autres régions,14
2020-06-28,Groupe de région,REG00,Inconnu,1
2020-06-28,Groupe de région,REG98,Hors Québec,0
2020-06-28,Groupe d'âge,0_9,0-9 ans,5
2020-06-28,Groupe d'âge,10_19,10-19 ans,6
2020-06-28,Groupe d'âge,20_29,20-29 ans,5
2020-06-28,Groupe d'âge,30_39,30-39 ans,11
2020-06-28,Groupe d'âge,40_49,40-49 ans,7
2020-06-28,Groupe d'âge,50_59,50-59 ans,3
2020-06-28,Groupe d'âge,60_69,60-69 ans,5
2020-06-28,Groupe d'âge,70_79,70-79 ans,5
2020-06-28,Groupe d'âge,80_89,80-89 ans,4
2020-06-28,Groupe d'âge,90_,90 ans et plus,1
2020-06-28,Groupe d'âge,INC,Inconnu,0
2020-06-28,Groupe d'âge,TOT,Total,52
2020-06-28,Sexe,MASC,Masculin,24
2020-06-28,Sexe,FEM,Féminin,28
2020-06-28,Sexe,INC,Inconnu,0
2020-06-28,Sexe,TOT,Total,52
2020-06-29,Région,RSS01,01 - Bas-Saint-Laurent,1
2020-06-29,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-06-29,Région,RSS03,03 - Capitale-Nationale,0
2020-06-29,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-06-29,Région,RSS05,05 - Estrie,0
2020-06-29,Région,RSS06,06 - Montréal,6
2020-06-29,Région,RSS07,07 - Outaouais,3
2020-06-29,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-06-29,Région,RSS09,09 - Côte-Nord,0
2020-06-29,Région,RSS10,10 - Nord-du-Québec,0
2020-06-29,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-06-29,Région,RSS12,12 - Chaudière-Appalaches,1
2020-06-29,Région,RSS13,13 - Laval,0
2020-06-29,Région,RSS14,14 - Lanaudière,3
2020-06-29,Région,RSS15,15 - Laurentides,9
2020-06-29,Région,RSS16,16 - Montérégie,10
2020-06-29,Région,RSS17,17 - Nunavik,0
2020-06-29,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-06-29,Région,RSS00,Inconnu,0
2020-06-29,Région,RSS98,Hors Québec,0
2020-06-29,Région,RSS99,Ensemble du Québec,33
2020-06-29,Groupe de région,REG01,Montréal et Laval,6
2020-06-29,Groupe de région,REG02,Ceinture de Montréal,13
2020-06-29,Groupe de région,REG03,Autres régions,14
2020-06-29,Groupe de région,REG00,Inconnu,0
2020-06-29,Groupe de région,REG98,Hors Québec,0
2020-06-29,Groupe d'âge,0_9,0-9 ans,4
2020-06-29,Groupe d'âge,10_19,10-19 ans,2
2020-06-29,Groupe d'âge,20_29,20-29 ans,6
2020-06-29,Groupe d'âge,30_39,30-39 ans,4
2020-06-29,Groupe d'âge,40_49,40-49 ans,6
2020-06-29,Groupe d'âge,50_59,50-59 ans,4
2020-06-29,Groupe d'âge,60_69,60-69 ans,1
2020-06-29,Groupe d'âge,70_79,70-79 ans,2
2020-06-29,Groupe d'âge,80_89,80-89 ans,3
2020-06-29,Groupe d'âge,90_,90 ans et plus,1
2020-06-29,Groupe d'âge,INC,Inconnu,0
2020-06-29,Groupe d'âge,TOT,Total,33
2020-06-29,Sexe,MASC,Masculin,15
2020-06-29,Sexe,FEM,Féminin,18
2020-06-29,Sexe,INC,Inconnu,0
2020-06-29,Sexe,TOT,Total,33
2020-06-30,Région,RSS01,01 - Bas-Saint-Laurent,1
2020-06-30,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-06-30,Région,RSS03,03 - Capitale-Nationale,2
2020-06-30,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-06-30,Région,RSS05,05 - Estrie,3
2020-06-30,Région,RSS06,06 - Montréal,35
2020-06-30,Région,RSS07,07 - Outaouais,0
2020-06-30,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-06-30,Région,RSS09,09 - Côte-Nord,0
2020-06-30,Région,RSS10,10 - Nord-du-Québec,0
2020-06-30,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,1
2020-06-30,Région,RSS12,12 - Chaudière-Appalaches,0
2020-06-30,Région,RSS13,13 - Laval,4
2020-06-30,Région,RSS14,14 - Lanaudière,3
2020-06-30,Région,RSS15,15 - Laurentides,12
2020-06-30,Région,RSS16,16 - Montérégie,24
2020-06-30,Région,RSS17,17 - Nunavik,0
2020-06-30,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-06-30,Région,RSS00,Inconnu,2
2020-06-30,Région,RSS98,Hors Québec,0
2020-06-30,Région,RSS99,Ensemble du Québec,87
2020-06-30,Groupe de région,REG01,Montréal et Laval,39
2020-06-30,Groupe de région,REG02,Ceinture de Montréal,30
2020-06-30,Groupe de région,REG03,Autres régions,16
2020-06-30,Groupe de région,REG00,Inconnu,2
2020-06-30,Groupe de région,REG98,Hors Québec,0
2020-06-30,Groupe d'âge,0_9,0-9 ans,8
2020-06-30,Groupe d'âge,10_19,10-19 ans,11
2020-06-30,Groupe d'âge,20_29,20-29 ans,18
2020-06-30,Groupe d'âge,30_39,30-39 ans,17
2020-06-30,Groupe d'âge,40_49,40-49 ans,13
2020-06-30,Groupe d'âge,50_59,50-59 ans,10
2020-06-30,Groupe d'âge,60_69,60-69 ans,1
2020-06-30,Groupe d'âge,70_79,70-79 ans,8
2020-06-30,Groupe d'âge,80_89,80-89 ans,1
2020-06-30,Groupe d'âge,90_,90 ans et plus,0
2020-06-30,Groupe d'âge,INC,Inconnu,0
2020-06-30,Groupe d'âge,TOT,Total,87
2020-06-30,Sexe,MASC,Masculin,48
2020-06-30,Sexe,FEM,Féminin,38
2020-06-30,Sexe,INC,Inconnu,1
2020-06-30,Sexe,TOT,Total,87
2020-07-01,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-07-01,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-07-01,Région,RSS03,03 - Capitale-Nationale,2
2020-07-01,Région,RSS04,04 - Mauricie et Centre-du-Québec,3
2020-07-01,Région,RSS05,05 - Estrie,0
2020-07-01,Région,RSS06,06 - Montréal,20
2020-07-01,Région,RSS07,07 - Outaouais,2
2020-07-01,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-07-01,Région,RSS09,09 - Côte-Nord,0
2020-07-01,Région,RSS10,10 - Nord-du-Québec,0
2020-07-01,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-07-01,Région,RSS12,12 - Chaudière-Appalaches,0
2020-07-01,Région,RSS13,13 - Laval,2
2020-07-01,Région,RSS14,14 - Lanaudière,10
2020-07-01,Région,RSS15,15 - Laurentides,17
2020-07-01,Région,RSS16,16 - Montérégie,19
2020-07-01,Région,RSS17,17 - Nunavik,0
2020-07-01,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-07-01,Région,RSS00,Inconnu,8
2020-07-01,Région,RSS98,Hors Québec,0
2020-07-01,Région,RSS99,Ensemble du Québec,83
2020-07-01,Groupe de région,REG01,Montréal et Laval,22
2020-07-01,Groupe de région,REG02,Ceinture de Montréal,34
2020-07-01,Groupe de région,REG03,Autres régions,19
2020-07-01,Groupe de région,REG00,Inconnu,8
2020-07-01,Groupe de région,REG98,Hors Québec,0
2020-07-01,Groupe d'âge,0_9,0-9 ans,7
2020-07-01,Groupe d'âge,10_19,10-19 ans,11
2020-07-01,Groupe d'âge,20_29,20-29 ans,14
2020-07-01,Groupe d'âge,30_39,30-39 ans,11
2020-07-01,Groupe d'âge,40_49,40-49 ans,10
2020-07-01,Groupe d'âge,50_59,50-59 ans,12
2020-07-01,Groupe d'âge,60_69,60-69 ans,8
2020-07-01,Groupe d'âge,70_79,70-79 ans,5
2020-07-01,Groupe d'âge,80_89,80-89 ans,4
2020-07-01,Groupe d'âge,90_,90 ans et plus,1
2020-07-01,Groupe d'âge,INC,Inconnu,0
2020-07-01,Groupe d'âge,TOT,Total,83
2020-07-01,Sexe,MASC,Masculin,39
2020-07-01,Sexe,FEM,Féminin,44
2020-07-01,Sexe,INC,Inconnu,0
2020-07-01,Sexe,TOT,Total,83
2020-07-02,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-07-02,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,1
2020-07-02,Région,RSS03,03 - Capitale-Nationale,1
2020-07-02,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-07-02,Région,RSS05,05 - Estrie,1
2020-07-02,Région,RSS06,06 - Montréal,15
2020-07-02,Région,RSS07,07 - Outaouais,4
2020-07-02,Région,RSS08,08 - Abitibi-Témiscamingue,0
2020-07-02,Région,RSS09,09 - Côte-Nord,0
2020-07-02,Région,RSS10,10 - Nord-du-Québec,0
2020-07-02,Région,RSS11,11 - Gaspésie-Îles-de-la-Madeleine,0
2020-07-02,Région,RSS12,12 - Chaudière-Appalaches,0
2020-07-02,Région,RSS13,13 - Laval,10
2020-07-02,Région,RSS14,14 - Lanaudière,9
2020-07-02,Région,RSS15,15 - Laurentides,6
2020-07-02,Région,RSS16,16 - Montérégie,23
2020-07-02,Région,RSS17,17 - Nunavik,0
2020-07-02,Région,RSS18,18 - Terres-Cries-de-la-Baie-James,0
2020-07-02,Région,RSS00,Inconnu,0
2020-07-02,Région,RSS98,Hors Québec,0
2020-07-02,Région,RSS99,Ensemble du Québec,70
2020-07-02,Groupe de région,REG01,Montréal et Laval,25
2020-07-02,Groupe de région,REG02,Ceinture de Montréal,30
2020-07-02,Groupe de région,REG03,Autres régions,15
2020-07-02,Groupe de région,REG00,Inconnu,0
2020-07-02,Groupe de région,REG98,Hors Québec,0
2020-07-02,Groupe d'âge,0_9,0-9 ans,6
2020-07-02,Groupe d'âge,10_19,10-19 ans,11
2020-07-02,Groupe d'âge,20_29,20-29 ans,12
2020-07-02,Groupe d'âge,30_39,30-39 ans,6
2020-07-02,Groupe d'âge,40_49,40-49 ans,13
2020-07-02,Groupe d'âge,50_59,50-59 ans,9
2020-07-02,Groupe d'âge,60_69,60-69 ans,5
2020-07-02,Groupe d'âge,70_79,70-79 ans,3
2020-07-02,Groupe d'âge,80_89,80-89 ans,0
2020-07-02,Groupe d'âge,90_,90 ans et plus,5
2020-07-02,Groupe d'âge,INC,Inconnu,0
2020-07-02,Groupe d'âge,TOT,Total,70
2020-07-02,Sexe,MASC,Masculin,25
2020-07-02,Sexe,FEM,Féminin,44
2020-07-02,Sexe,INC,Inconnu,1
2020-07-02,Sexe,TOT,Total,70
2020-07-03,Région,RSS01,01 - Bas-Saint-Laurent,0
2020-07-03,Région,RSS02,02 - Saguenay-Lac-Saint-Jean,0
2020-07-03,Région,RSS03,03 - Capitale-Nationale,7
2020-07-03,Région,RSS04,04 - Mauricie et Centre-du-Québec,0
2020-07-03,Région,RSS05,05 - Estrie,3
2020-07-03,Région,RSS06,06 - Montréal,20
2020-07-03,Région,RSS07,07 - Outaouais,2
